Consumption_ID,User_ID,Purchase_ID,MntWines,MntFruits,MntMeats,MntFishs,MntSweets,MntGolds
1323,2066,1312,70.0,0.0,11.0,2.0,8.0,23.0
2015,3340,886,244.0,15.0,108.0,4.0,15.0,50.0
2199,8685,988,244.0,15.0,108.0,4.0,15.0,50.0
1060,4149,647,586.0,66.0,653.0,17.0,0.0,26.0
1539,8726,2093,77.0,8.0,44.0,10.0,10.0,25.0
1022,2295,2069,539.0,30.0,92.0,80.0,46.0,38.0
1503,3283,467,200.0,193.0,100.0,46.0,185.0,185.0
699,1915,688,794.0,115.0,243.0,150.0,0.0,205.0
1058,800,1577,23.0,1.0,6.0,0.0,0.0,2.0
618,9166,1958,387.0,84.0,141.0,73.0,35.0,162.0
1741,5147,1571,774.0,70.0,118.0,182.0,187.0,93.0
1384,13,433,19.0,0.0,5.0,0.0,0.0,8.0
1372,8557,710,11.0,3.0,22.0,2.0,2.0,6.0
1647,8724,2189,11.0,3.0,22.0,2.0,2.0,6.0
1025,9381,840,328.0,9.0,124.0,12.0,24.0,109.0
623,9384,450,328.0,9.0,124.0,12.0,24.0,109.0
1120,3560,1234,901.0,31.0,345.0,75.0,31.0,191.0
667,241,657,901.0,31.0,345.0,75.0,31.0,191.0
2039,7521,2024,901.0,31.0,345.0,75.0,31.0,191.0
255,9799,2086,866.0,21.0,151.0,28.0,21.0,86.0
1184,5123,1308,37.0,12.0,23.0,8.0,11.0,52.0
2055,448,990,308.0,85.0,137.0,102.0,45.0,118.0
1083,4837,214,753.0,43.0,226.0,69.0,10.0,204.0
2056,9365,165,1048.0,0.0,217.0,0.0,0.0,12.0
1740,8932,246,960.0,28.0,183.0,220.0,70.0,70.0
1767,7055,1830,888.0,0.0,57.0,0.0,0.0,76.0
2179,3537,312,31.0,3.0,31.0,2.0,8.0,4.0
1472,9081,350,4.0,1.0,6.0,4.0,1.0,9.0
1706,4988,1058,19.0,6.0,20.0,0.0,5.0,12.0
1121,1050,950,14.0,10.0,13.0,4.0,15.0,9.0
1167,5610,394,7.0,3.0,10.0,8.0,1.0,7.0
1853,3526,1930,32.0,0.0,5.0,0.0,0.0,1.0
1325,5136,639,654.0,7.0,92.0,0.0,15.0,30.0
850,1411,1850,204.0,34.0,204.0,172.0,153.0,173.0
1369,701,1287,707.0,21.0,250.0,85.0,43.0,73.0
754,6203,442,499.0,149.0,815.0,173.0,49.0,49.0
1916,7192,1038,172.0,73.0,93.0,95.0,78.0,34.0
1567,5181,485,2.0,4.0,2.0,0.0,11.0,5.0
33,9220,1240,576.0,172.0,961.0,125.0,115.0,19.0
1864,7734,26,471.0,102.0,125.0,212.0,61.0,245.0
998,10446,206,184.0,23.0,446.0,30.0,23.0,23.0
172,5524,1121,635.0,88.0,546.0,172.0,88.0,88.0
2173,3830,1345,295.0,21.0,78.0,39.0,13.0,13.0
840,5186,2155,576.0,7.0,115.0,19.0,7.0,7.0
1943,8514,1099,8.0,0.0,7.0,3.0,1.0,1.0
1439,7165,1071,381.0,35.0,172.0,56.0,86.0,93.0
1040,10236,969,16.0,3.0,25.0,6.0,1.0,13.0
1317,2392,534,44.0,4.0,21.0,6.0,0.0,27.0
756,1920,1824,44.0,4.0,21.0,6.0,0.0,27.0
1216,3673,951,371.0,17.0,238.0,23.0,24.0,106.0
892,1453,233,735.0,40.0,183.0,52.0,20.0,30.0
491,4518,290,386.0,172.0,183.0,185.0,132.0,111.0
1553,8969,1708,548.0,31.0,422.0,0.0,112.0,28.0
1426,387,171,6.0,16.0,11.0,11.0,1.0,16.0
1357,1079,1407,1000.0,0.0,76.0,0.0,0.0,10.0
546,164,1248,206.0,0.0,46.0,3.0,2.0,12.0
1632,3434,1811,483.0,72.0,567.0,94.0,12.0,108.0
415,5721,1737,611.0,76.0,749.0,59.0,45.0,26.0
447,8418,2122,7.0,10.0,17.0,8.0,6.0,13.0
263,5300,1561,19.0,7.0,19.0,0.0,1.0,24.0
1199,10424,1432,265.0,138.0,553.0,224.0,23.0,92.0
744,11171,677,292.0,3.0,77.0,10.0,3.0,26.0
295,1600,799,292.0,3.0,77.0,10.0,3.0,26.0
931,7851,2203,161.0,0.0,253.0,199.0,191.0,122.0
536,10701,1423,713.0,0.0,264.0,120.0,80.0,34.0
144,891,513,6.0,0.0,2.0,2.0,0.0,1.0
2152,6912,670,593.0,30.0,91.0,29.0,22.0,7.0
1542,5967,1851,26.0,2.0,19.0,10.0,5.0,8.0
2085,2109,1114,448.0,71.0,951.0,40.0,17.0,17.0
1716,6292,765,1311.0,0.0,359.0,46.0,89.0,17.0
825,8537,1155,526.0,80.0,553.0,123.0,94.0,53.0
94,9576,168,86.0,4.0,56.0,2.0,4.0,7.0
581,5935,754,547.0,7.0,140.0,0.0,7.0,63.0
136,10264,501,1.0,2.0,8.0,4.0,3.0,13.0
2047,234,1216,1.0,2.0,8.0,4.0,3.0,13.0
76,3202,1613,1166.0,0.0,48.0,0.0,0.0,36.0
12,1103,2164,1486.0,55.0,278.0,49.0,0.0,185.0
746,610,1267,349.0,4.0,78.0,6.0,0.0,43.0
47,4480,966,365.0,3.0,15.0,4.0,3.0,11.0
163,10660,683,349.0,7.0,35.0,0.0,0.0,47.0
2026,9353,735,515.0,47.0,267.0,62.0,66.0,38.0
1712,4120,870,88.0,39.0,78.0,58.0,13.0,93.0
1924,2836,1944,10.0,1.0,7.0,0.0,0.0,1.0
199,9579,237,53.0,1.0,34.0,2.0,0.0,16.0
771,5841,1520,606.0,7.0,155.0,10.0,0.0,54.0
2101,3174,1293,1492.0,38.0,287.0,50.0,57.0,33.0
1331,5536,627,1492.0,38.0,287.0,50.0,57.0,33.0
2054,2061,1374,78.0,0.0,11.0,0.0,0.0,10.0
907,8477,760,5.0,1.0,13.0,3.0,5.0,1.0
1157,640,831,356.0,80.0,329.0,138.0,17.0,106.0
2205,3828,1870,533.0,10.0,217.0,198.0,174.0,195.0
161,4093,901,216.0,9.0,57.0,20.0,9.0,125.0
537,8624,125,183.0,33.0,493.0,59.0,103.0,57.0
2045,2802,1301,196.0,25.0,607.0,67.0,17.0,49.0
722,368,687,91.0,65.0,52.0,10.0,44.0,28.0
1333,3599,1092,575.0,80.0,428.0,208.0,93.0,80.0
266,3389,1343,726.0,53.0,363.0,123.0,107.0,161.0
1447,10710,1801,5.0,2.0,3.0,3.0,0.0,5.0
599,7118,154,833.0,80.0,363.0,52.0,26.0,174.0
592,4937,1299,12.0,2.0,20.0,3.0,2.0,5.0
767,1127,737,938.0,19.0,843.0,25.0,95.0,38.0
1132,833,1028,56.0,0.0,14.0,0.0,0.0,2.0
1874,3565,446,56.0,0.0,14.0,0.0,0.0,2.0
504,6086,138,445.0,25.0,706.0,80.0,76.0,48.0
1535,1763,1495,1259.0,172.0,815.0,97.0,148.0,33.0
544,4697,150,248.0,3.0,81.0,4.0,3.0,51.0
563,182,1758,284.0,0.0,55.0,0.0,6.0,52.0
1486,1165,41,239.0,13.0,143.0,45.0,4.0,52.0
282,5386,638,1111.0,24.0,790.0,160.0,45.0,172.0
2185,6024,1903,1111.0,24.0,790.0,160.0,45.0,172.0
1012,2678,231,52.0,12.0,50.0,4.0,36.0,55.0
2148,5790,387,25.0,6.0,16.0,20.0,0.0,5.0
54,236,1242,28.0,23.0,29.0,29.0,14.0,47.0
1531,6001,1854,614.0,35.0,160.0,58.0,35.0,35.0
1681,6250,1662,710.0,15.0,30.0,20.0,0.0,0.0
1989,1168,1868,322.0,53.0,899.0,34.0,40.0,53.0
470,10749,530,73.0,18.0,66.0,7.0,12.0,2.0
63,2926,1490,1241.0,0.0,80.0,0.0,13.0,40.0
1806,716,916,529.0,0.0,356.0,63.0,28.0,0.0
373,6544,1063,529.0,0.0,356.0,63.0,28.0,0.0
1424,4298,1907,5.0,0.0,4.0,0.0,0.0,1.0
670,5823,344,35.0,0.0,2.0,0.0,0.0,2.0
462,8375,358,447.0,0.0,28.0,0.0,0.0,43.0
2134,5723,1352,81.0,1.0,31.0,2.0,1.0,0.0
895,5763,1690,123.0,17.0,171.0,39.0,0.0,30.0
1085,8727,1523,587.0,43.0,337.0,42.0,87.0,54.0
1555,3056,667,587.0,43.0,337.0,42.0,87.0,54.0
863,8442,2226,9.0,0.0,7.0,3.0,4.0,7.0
488,3712,742,212.0,5.0,33.0,7.0,0.0,2.0
982,10722,2237,293.0,8.0,124.0,11.0,4.0,106.0
1196,2406,1483,376.0,4.0,94.0,12.0,9.0,24.0
1544,7313,103,570.0,73.0,614.0,133.0,102.0,73.0
1547,2656,2018,23.0,1.0,7.0,0.0,4.0,24.0
513,1993,1418,867.0,0.0,86.0,0.0,0.0,19.0
1578,4136,3,10.0,17.0,18.0,8.0,26.0,40.0
427,2928,2121,789.0,0.0,142.0,12.0,9.0,38.0
2198,2920,303,789.0,0.0,142.0,12.0,9.0,38.0
1450,6661,1972,757.0,80.0,217.0,29.0,80.0,11.0
120,5462,1686,757.0,80.0,217.0,29.0,80.0,11.0
517,10897,619,757.0,80.0,217.0,29.0,80.0,11.0
1399,10542,911,29.0,4.0,34.0,2.0,4.0,4.0
1722,5756,2168,46.0,0.0,7.0,0.0,0.0,2.0
247,3570,1162,159.0,2.0,51.0,6.0,2.0,24.0
412,1072,445,70.0,0.0,17.0,0.0,0.0,6.0
21,9606,2198,882.0,29.0,514.0,38.0,29.0,44.0
604,2730,1815,536.0,11.0,387.0,149.0,91.0,57.0
933,2995,593,291.0,10.0,689.0,84.0,10.0,0.0
1233,8210,161,318.0,3.0,17.0,4.0,7.0,56.0
794,773,1338,379.0,4.0,93.0,12.0,9.0,98.0
1367,5272,1697,378.0,0.0,88.0,19.0,4.0,73.0
330,5125,489,333.0,0.0,815.0,129.0,42.0,29.0
829,4391,167,635.0,15.0,100.0,20.0,7.0,131.0
369,6283,1156,635.0,15.0,100.0,20.0,7.0,131.0
1382,3421,608,635.0,15.0,100.0,20.0,7.0,131.0
1170,5731,435,12.0,0.0,13.0,2.0,0.0,10.0
1394,7152,1806,12.0,0.0,13.0,2.0,0.0,10.0
511,3919,1416,960.0,0.0,883.0,50.0,38.0,0.0
2226,6097,1764,313.0,8.0,104.0,6.0,4.0,126.0
1745,5150,174,0.0,4.0,7.0,11.0,10.0,15.0
2083,10479,462,749.0,40.0,294.0,121.0,160.0,147.0
786,5966,1592,203.0,0.0,10.0,0.0,0.0,2.0
387,3439,1658,157.0,6.0,39.0,6.0,13.0,75.0
1002,6609,962,1.0,26.0,25.0,17.0,23.0,15.0
818,5393,2191,22.0,0.0,6.0,6.0,2.0,6.0
264,9014,1582,39.0,1.0,16.0,2.0,0.0,3.0
1766,4050,1233,42.0,16.0,29.0,12.0,20.0,8.0
423,6862,607,1.0,1.0,3.0,1.0,1.0,1.0
1232,8315,774,4.0,2.0,11.0,2.0,0.0,4.0
1250,5184,1465,4.0,2.0,11.0,2.0,0.0,4.0
1335,3643,130,750.0,8.0,125.0,11.0,8.0,26.0
1979,2589,1075,25.0,3.0,16.0,8.0,5.0,2.0
1711,4887,1261,10.0,5.0,28.0,11.0,1.0,8.0
790,10104,920,4.0,0.0,2.0,0.0,0.0,2.0
591,3254,461,407.0,70.0,239.0,103.0,88.0,53.0
1765,2004,1947,619.0,54.0,260.0,127.0,54.0,54.0
96,6142,989,629.0,17.0,177.0,69.0,0.0,8.0
1968,8553,2003,30.0,0.0,9.0,0.0,0.0,3.0
129,9805,583,320.0,48.0,133.0,39.0,72.0,48.0
1946,849,1597,320.0,48.0,133.0,39.0,72.0,48.0
877,1606,23,3.0,1.0,8.0,4.0,3.0,3.0
1836,125,1588,215.0,7.0,33.0,3.0,0.0,13.0
1821,9305,1433,311.0,26.0,640.0,180.0,37.0,121.0
723,4706,764,29.0,0.0,5.0,0.0,1.0,5.0
219,4437,1617,112.0,6.0,92.0,3.0,9.0,38.0
730,3081,1665,7.0,2.0,6.0,2.0,0.0,3.0
2144,3536,1500,7.0,11.0,3.0,10.0,4.0,20.0
1858,8686,357,5.0,23.0,15.0,0.0,18.0,14.0
1371,9707,1889,1103.0,0.0,45.0,0.0,0.0,34.0
13,10872,1279,1103.0,0.0,45.0,0.0,0.0,34.0
633,9058,993,1060.0,21.0,530.0,32.0,0.0,224.0
308,4640,1176,561.0,85.0,171.0,25.0,123.0,114.0
2099,2525,383,153.0,64.0,123.0,116.0,64.0,14.0
1620,9503,1485,39.0,33.0,130.0,41.0,26.0,44.0
248,10704,1542,404.0,0.0,92.0,28.0,27.0,142.0
1785,2669,1826,375.0,152.0,335.0,93.0,91.0,81.0
192,10037,1258,375.0,152.0,335.0,93.0,91.0,81.0
607,5680,787,10.0,4.0,7.0,0.0,6.0,3.0
1725,3726,1611,4.0,1.0,9.0,3.0,0.0,0.0
683,4548,96,23.0,4.0,10.0,0.0,2.0,15.0
979,4599,1798,411.0,0.0,26.0,0.0,0.0,21.0
1246,879,1101,411.0,0.0,26.0,0.0,0.0,21.0
1998,7409,180,211.0,2.0,30.0,7.0,7.0,10.0
1718,1964,2041,446.0,107.0,768.0,33.0,196.0,53.0
735,0,356,239.0,10.0,554.0,254.0,87.0,54.0
1459,4860,2117,7.0,2.0,8.0,3.0,2.0,3.0
1248,425,1128,374.0,64.0,116.0,84.0,25.0,64.0
2093,9500,874,221.0,104.0,169.0,102.0,78.0,84.0
292,3074,72,1218.0,107.0,304.0,23.0,143.0,33.0
1298,5140,1724,1047.0,0.0,140.0,67.0,38.0,153.0
2034,2611,533,1206.0,55.0,445.0,168.0,18.0,18.0
1865,916,2132,20.0,3.0,4.0,2.0,0.0,2.0
1689,10413,1579,274.0,83.0,216.0,151.0,141.0,224.0
1353,3696,871,27.0,1.0,12.0,2.0,0.0,10.0
1639,304,1120,19.0,3.0,19.0,4.0,5.0,26.0
486,5113,634,584.0,100.0,835.0,65.0,83.0,35.0
1971,2863,2224,738.0,20.0,172.0,52.0,50.0,20.0
864,4597,873,889.0,55.0,685.0,168.0,92.0,129.0
654,675,1050,146.0,0.0,93.0,7.0,13.0,73.0
2235,4483,539,315.0,26.0,473.0,220.0,12.0,182.0
316,1502,1539,18.0,3.0,19.0,3.0,3.0,6.0
586,736,27,18.0,3.0,19.0,3.0,3.0,6.0
1906,4487,1131,15.0,20.0,25.0,2.0,7.0,26.0
942,3412,861,815.0,8.0,53.0,11.0,0.0,70.0
1183,1744,2067,9.0,7.0,13.0,3.0,2.0,20.0
1291,5837,738,247.0,8.0,160.0,6.0,8.0,65.0
1856,3422,2130,1115.0,12.0,128.0,33.0,12.0,76.0
249,7462,1698,68.0,0.0,226.0,51.0,157.0,68.0
455,10702,550,185.0,8.0,133.0,56.0,56.0,12.0
880,2115,1022,54.0,0.0,10.0,0.0,0.0,2.0
326,4138,162,411.0,106.0,147.0,54.0,115.0,66.0
2165,11091,324,7.0,2.0,9.0,2.0,0.0,2.0
542,7712,482,182.0,17.0,259.0,77.0,70.0,29.0
1007,3535,2098,251.0,108.0,334.0,65.0,92.0,117.0
981,5899,1003,28.0,0.0,6.0,1.0,1.0,13.0
1629,8749,939,20.0,2.0,9.0,4.0,6.0,20.0
2095,10955,1189,416.0,46.0,925.0,60.0,107.0,46.0
207,9491,849,14.0,1.0,21.0,2.0,3.0,25.0
1159,5286,1942,112.0,1.0,54.0,7.0,7.0,36.0
636,3409,1518,141.0,8.0,129.0,3.0,11.0,47.0
48,2544,1581,50.0,1.0,27.0,6.0,7.0,1.0
1430,2118,1709,166.0,75.0,96.0,119.0,107.0,59.0
421,9370,5,562.0,81.0,276.0,80.0,40.0,81.0
2057,4864,1026,72.0,7.0,58.0,13.0,1.0,24.0
808,405,1780,315.0,0.0,31.0,4.0,0.0,91.0
1321,10513,773,438.0,169.0,565.0,91.0,169.0,70.0
1105,5138,584,19.0,1.0,14.0,3.0,2.0,4.0
99,8387,1515,134.0,8.0,76.0,6.0,0.0,11.0
1438,378,914,283.0,112.0,151.0,51.0,72.0,125.0
759,5846,747,2.0,1.0,6.0,2.0,1.0,1.0
718,8870,2106,75.0,12.0,141.0,43.0,39.0,187.0
185,10340,199,75.0,12.0,141.0,43.0,39.0,187.0
196,7290,2110,347.0,44.0,534.0,17.0,0.0,26.0
2208,8895,1402,347.0,44.0,534.0,17.0,0.0,26.0
1100,3635,1959,492.0,0.0,37.0,7.0,0.0,42.0
2156,11178,813,15.0,2.0,10.0,0.0,1.0,4.0
1813,2410,24,364.0,40.0,425.0,158.0,60.0,50.0
1332,3281,2032,206.0,10.0,67.0,30.0,27.0,71.0
2050,9905,558,135.0,1.0,41.0,10.0,1.0,67.0
1095,2437,2026,861.0,138.0,461.0,60.0,30.0,61.0
1907,2565,457,1016.0,12.0,215.0,16.0,12.0,63.0
287,7912,177,8.0,15.0,27.0,0.0,20.0,33.0
1240,7072,1533,432.0,79.0,341.0,177.0,136.0,170.0
70,1409,1677,270.0,3.0,27.0,39.0,6.0,99.0
1352,5314,1501,270.0,3.0,27.0,39.0,6.0,99.0
1118,7215,432,722.0,27.0,102.0,44.0,72.0,168.0
1315,8858,912,516.0,0.0,21.0,0.0,0.0,5.0
371,895,1545,410.0,16.0,114.0,0.0,5.0,49.0
743,10313,1396,159.0,4.0,45.0,6.0,2.0,38.0
1657,642,736,1.0,3.0,2.0,20.0,30.0,47.0
1445,8504,771,350.0,60.0,568.0,110.0,133.0,145.0
2037,1020,2113,350.0,60.0,568.0,110.0,133.0,145.0
1584,3717,835,403.0,24.0,29.0,6.0,24.0,218.0
1904,7646,1774,218.0,63.0,282.0,137.0,35.0,70.0
1104,5796,880,560.0,21.0,442.0,29.0,44.0,29.0
1602,8625,1647,15.0,1.0,23.0,0.0,5.0,1.0
331,5407,1354,729.0,17.0,133.0,11.0,0.0,195.0
2202,4356,447,1224.0,28.0,140.0,0.0,14.0,168.0
442,2886,1406,1121.0,0.0,72.0,0.0,12.0,12.0
1534,10057,1174,503.0,27.0,419.0,90.0,139.0,153.0
1870,10741,739,172.0,12.0,112.0,8.0,0.0,15.0
1047,5491,1621,172.0,12.0,112.0,8.0,0.0,15.0
386,4442,1344,31.0,19.0,35.0,26.0,14.0,52.0
1823,3972,1217,266.0,6.0,51.0,8.0,6.0,64.0
814,2431,2210,12.0,4.0,19.0,12.0,6.0,14.0
468,7899,484,1245.0,33.0,332.0,21.0,33.0,16.0
1601,9703,1224,77.0,2.0,35.0,0.0,1.0,69.0
1003,6927,1845,224.0,0.0,30.0,0.0,0.0,10.0
1658,7005,1572,479.0,35.0,179.0,28.0,7.0,85.0
277,246,79,199.0,9.0,57.0,20.0,21.0,6.0
627,4796,385,18.0,10.0,3.0,3.0,5.0,0.0
711,4725,254,30.0,2.0,25.0,0.0,1.0,9.0
213,3286,1725,13.0,2.0,15.0,2.0,2.0,8.0
1194,10680,663,45.0,0.0,16.0,2.0,1.0,6.0
520,4297,1049,13.0,2.0,18.0,6.0,1.0,0.0
2158,7327,577,21.0,5.0,3.0,10.0,1.0,7.0
950,1553,194,966.0,168.0,672.0,246.0,105.0,126.0
868,1665,141,1459.0,0.0,61.0,0.0,15.0,215.0
834,10640,594,87.0,5.0,71.0,7.0,12.0,29.0
58,7620,1319,5.0,11.0,16.0,21.0,8.0,45.0
1381,7761,629,13.0,11.0,24.0,13.0,8.0,40.0
328,5062,1220,35.0,0.0,4.0,0.0,0.0,0.0
748,6349,679,621.0,73.0,414.0,78.0,48.0,85.0
57,3386,1747,34.0,4.0,66.0,3.0,10.0,20.0
1980,8175,917,34.0,4.0,66.0,3.0,10.0,20.0
638,6245,140,378.0,14.0,68.0,19.0,14.0,14.0
1266,8780,1881,378.0,14.0,68.0,19.0,14.0,14.0
1986,2276,1489,430.0,16.0,322.0,43.0,24.0,33.0
436,1172,232,979.0,44.0,935.0,29.0,25.0,22.0
1669,3225,779,116.0,11.0,72.0,3.0,17.0,46.0
1928,8629,44,19.0,1.0,10.0,2.0,1.0,8.0
1636,798,1788,2.0,0.0,6.0,8.0,6.0,5.0
1278,269,1085,777.0,30.0,163.0,0.0,51.0,122.0
139,8213,65,6.0,4.0,9.0,6.0,36.0,35.0
1239,10245,1411,160.0,80.0,369.0,67.0,39.0,41.0
883,2447,1171,4.0,12.0,15.0,19.0,7.0,12.0
1176,9817,1091,853.0,10.0,143.0,13.0,10.0,20.0
22,1371,1805,123.0,164.0,266.0,227.0,30.0,174.0
1435,8093,326,572.0,8.0,232.0,23.0,62.0,17.0
1449,713,127,141.0,15.0,153.0,67.0,31.0,35.0
1414,11051,921,492.0,19.0,110.0,16.0,12.0,12.0
39,5545,516,572.0,8.0,259.0,34.0,35.0,80.0
1597,5283,987,93.0,1.0,21.0,0.0,4.0,25.0
2218,5010,1482,2.0,8.0,8.0,6.0,1.0,9.0
2197,7495,1307,77.0,28.0,31.0,16.0,0.0,4.0
1169,4368,1166,42.0,7.0,43.0,20.0,12.0,10.0
2121,6303,1302,410.0,73.0,747.0,76.0,161.0,30.0
761,1030,1839,22.0,0.0,13.0,0.0,0.0,3.0
1155,10364,2081,0.0,0.0,1.0,2.0,12.0,5.0
112,6945,102,387.0,20.0,713.0,38.0,54.0,163.0
582,8562,2014,127.0,4.0,73.0,15.0,6.0,11.0
1739,2918,1951,44.0,5.0,19.0,0.0,4.0,19.0
1351,9167,1817,465.0,71.0,250.0,93.0,35.0,62.0
904,4743,788,689.0,8.0,167.0,11.0,8.0,88.0
1407,10742,1859,532.0,21.0,127.0,26.0,20.0,20.0
506,10965,2232,983.0,20.0,389.0,240.0,50.0,40.0
1081,7129,656,686.0,17.0,142.0,23.0,26.0,35.0
425,3732,1056,393.0,0.0,239.0,90.0,69.0,69.0
1013,7124,1066,43.0,4.0,12.0,8.0,0.0,27.0
684,10686,1031,15.0,0.0,4.0,0.0,0.0,2.0
2159,7247,2097,505.0,0.0,26.0,0.0,0.0,75.0
1566,1513,781,600.0,21.0,128.0,223.0,150.0,128.0
1754,460,374,792.0,86.0,740.0,67.0,51.0,17.0
235,6653,1739,293.0,0.0,87.0,4.0,11.0,23.0
854,9400,1645,630.0,26.0,611.0,44.0,18.0,54.0
1031,7106,1654,483.0,0.0,591.0,156.0,0.0,12.0
1437,4252,1565,213.0,5.0,28.0,7.0,7.0,41.0
195,9240,2029,458.0,0.0,24.0,6.0,4.0,34.0
601,10770,730,247.0,161.0,295.0,210.0,85.0,47.0
2102,176,2112,90.0,38.0,67.0,33.0,36.0,67.0
231,6870,761,182.0,2.0,49.0,17.0,13.0,20.0
741,143,952,466.0,0.0,224.0,119.0,49.0,99.0
333,6445,732,243.0,101.0,405.0,29.0,40.0,40.0
673,4278,1917,910.0,111.0,724.0,49.0,74.0,55.0
1404,6906,2199,167.0,48.0,602.0,63.0,72.0,72.0
1400,4637,1246,960.0,64.0,464.0,146.0,0.0,16.0
2240,8690,1133,399.0,28.0,756.0,36.0,40.0,126.0
1116,1173,1451,1200.0,105.0,758.0,0.0,42.0,147.0
1611,1928,1829,35.0,3.0,20.0,4.0,1.0,20.0
1985,9029,540,707.0,44.0,603.0,95.0,58.0,29.0
1635,10299,1110,389.0,91.0,248.0,64.0,49.0,41.0
174,9246,1844,171.0,3.0,129.0,26.0,24.0,62.0
1570,4943,1074,1379.0,33.0,216.0,0.0,33.0,66.0
11,4122,345,504.0,23.0,117.0,179.0,28.0,44.0
1043,2853,1068,60.0,51.0,87.0,6.0,20.0,51.0
532,902,1112,224.0,12.0,48.0,4.0,12.0,12.0
1807,1672,14,204.0,7.0,149.0,20.0,15.0,66.0
678,7254,156,39.0,0.0,56.0,20.0,8.0,14.0
821,8775,2211,39.0,0.0,56.0,20.0,8.0,14.0
173,9543,2070,3.0,6.0,5.0,0.0,2.0,6.0
475,7093,1334,3.0,6.0,5.0,0.0,2.0,6.0
2221,2894,487,1067.0,138.0,750.0,0.0,19.0,39.0
1637,5956,1507,144.0,2.0,99.0,7.0,2.0,30.0
356,1921,1450,46.0,1.0,12.0,3.0,0.0,9.0
1551,5057,1177,264.0,47.0,188.0,54.0,47.0,11.0
14,10260,1669,202.0,5.0,74.0,11.0,5.0,14.0
1878,2262,1140,202.0,5.0,74.0,11.0,5.0,14.0
108,7930,1268,101.0,13.0,76.0,20.0,18.0,40.0
675,1461,198,17.0,1.0,12.0,3.0,1.0,4.0
1872,7514,1776,84.0,10.0,34.0,11.0,10.0,28.0
587,6461,504,581.0,49.0,157.0,43.0,8.0,108.0
337,257,957,952.0,12.0,180.0,47.0,12.0,12.0
293,9460,2019,30.0,3.0,47.0,19.0,21.0,42.0
394,3855,1950,30.0,3.0,47.0,19.0,21.0,42.0
1837,367,1048,47.0,90.0,94.0,123.0,103.0,120.0
1225,9265,716,925.0,64.0,179.0,133.0,12.0,77.0
498,1990,1622,965.0,34.0,586.0,89.0,86.0,37.0
395,3594,2180,539.0,6.0,91.0,8.0,6.0,97.0
1129,9292,1419,324.0,132.0,693.0,27.0,118.0,88.0
1178,6218,104,457.0,4.0,29.0,0.0,0.0,9.0
1871,6528,1537,2.0,2.0,2.0,2.0,1.0,1.0
190,10164,1484,1017.0,33.0,417.0,108.0,100.0,16.0
354,9937,1993,187.0,81.0,149.0,25.0,43.0,91.0
283,274,1595,9.0,3.0,15.0,2.0,3.0,2.0
1195,5250,604,532.0,126.0,490.0,164.0,126.0,126.0
2061,11010,890,19.0,3.0,18.0,3.0,1.0,0.0
698,6969,580,99.0,13.0,66.0,43.0,8.0,4.0
1306,10735,1127,14.0,1.0,7.0,2.0,1.0,1.0
1929,5068,817,14.0,1.0,7.0,2.0,1.0,1.0
1720,9974,1083,15.0,6.0,20.0,4.0,5.0,20.0
991,7053,1441,604.0,28.0,674.0,91.0,28.0,28.0
776,3179,2107,249.0,153.0,940.0,58.0,134.0,38.0
1786,8082,1387,1.0,3.0,6.0,3.0,6.0,15.0
233,1362,995,33.0,87.0,64.0,175.0,16.0,74.0
948,6768,1763,22.0,1.0,8.0,2.0,1.0,2.0
152,2375,1005,8.0,0.0,5.0,0.0,3.0,6.0
903,6856,1866,14.0,0.0,23.0,4.0,5.0,19.0
122,4066,1676,1.0,5.0,8.0,4.0,8.0,20.0
278,4333,1208,41.0,0.0,10.0,0.0,0.0,3.0
1374,2948,1415,104.0,12.0,48.0,4.0,12.0,5.0
1568,4927,1779,8.0,3.0,22.0,21.0,1.0,13.0
416,7426,1125,111.0,16.0,37.0,7.0,9.0,18.0
448,8360,1967,111.0,16.0,37.0,7.0,9.0,18.0
1044,4058,330,618.0,15.0,106.0,20.0,7.0,45.0
1218,10755,1498,6.0,3.0,14.0,15.0,7.0,36.0
2155,8414,944,56.0,0.0,12.0,0.0,0.0,18.0
943,6810,1812,267.0,98.0,606.0,48.0,70.0,98.0
1748,3839,1475,6.0,12.0,3.0,21.0,6.0,40.0
1797,3483,1877,1039.0,43.0,204.0,153.0,58.0,29.0
1433,238,1086,515.0,47.0,181.0,149.0,95.0,95.0
1125,591,1810,293.0,35.0,179.0,46.0,59.0,65.0
1988,5063,934,41.0,5.0,129.0,10.0,3.0,3.0
1203,4303,1158,107.0,2.0,12.0,2.0,2.0,12.0
1343,2258,178,8.0,4.0,15.0,7.0,6.0,2.0
1903,7301,2007,4.0,22.0,11.0,3.0,7.0,32.0
1976,11121,1630,2.0,14.0,28.0,16.0,3.0,7.0
2201,5287,875,45.0,2.0,26.0,4.0,1.0,1.0
262,6457,1614,527.0,24.0,230.0,32.0,24.0,65.0
1491,3559,2196,12.0,11.0,10.0,3.0,12.0,9.0
1219,5577,731,8.0,0.0,9.0,2.0,1.0,3.0
937,641,2179,59.0,0.0,12.0,0.0,0.0,48.0
1548,954,961,3.0,3.0,24.0,34.0,7.0,31.0
1634,1834,850,30.0,5.0,23.0,4.0,1.0,4.0
40,8789,293,35.0,40.0,111.0,36.0,40.0,12.0
78,10584,479,225.0,162.0,387.0,106.0,36.0,29.0
